unit_id,source_file,doi,article_title,journal,year,review_round,referee_number,source_text_sha256,gate,claim_type,subfield_bucket,abstract_unit,evidence_risk,reviewer_concern,revision_direction,matched_signal_terms,non_verbatim
MS-RU-03749,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,21ff129f6476bc3cbbbfabaf1c917d162613005dd38fb2c02e3e25dca03ae261,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,optical_photonic_and_emissive_materials,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",figure,true
MS-RU-03750,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,c9b6ee3d926c29ba573827bc3ad9e2f9549666f998d5a35ebeb888ef78f73a28,control_materials_and_benchmarking,superiority_or_comparison_claim,optical_photonic_and_emissive_materials,"Requests fair controls, matched comparators, or state-of-the-art benchmarks before accepting superiority claims.","The comparison set may be incomplete, unfair, outdated, or not measured under equivalent conditions.","Reviewers ask for state-of-the-art controls, commercial comparators, or identical testing conditions.","Benchmark against closest materials and devices using matched protocols, transparent baselines, and literature context.",commercial; reference,true
MS-RU-03751,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,7a58ebb20f3747eacc40cf53935945adb5ae8806403677e279c522e483fe1b2e,synthesis_route_and_reproducibility,synthesis_or_processing_claim,optical_photonic_and_emissive_materials,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",prepared,true
MS-RU-03752,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,349da148c676c842d29d6135e674be004e7dbc68bf7ed313939eb0e85b820509,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,optical_photonic_and_emissive_materials,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",conclusion,true
MS-RU-03753,2026_commat_s43246-026-01119-8_peer_review.pdf,10.1038/s43246-026-01119-8,Unlocking ultra-stable blue emission from Ytterbium- and erbium-doped metal halides,Communications Materials,2026,version_2,4,cf2c52b73bc3959331158e1c76c928133628ebc9899aac9d2aa9efe2c1a4aca2,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,optical_photonic_and_emissive_materials,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",,true
MS-RU-03754,2026_commat_s43246-026-01215-9_peer_review.pdf,10.1038/s43246-026-01215-9,Transition-metal-doped WSe2 homojunctions for multifunctional logic and optoelectronic devices,Communications Materials,2026,version_0,1,848d2c91a832f1287104950be7d6ff541110e56c9a59f36debae42a6f33153cb,control_materials_and_benchmarking,superiority_or_comparison_claim,two_dimensional_and_electronic_materials,"Requests fair controls, matched comparators, or state-of-the-art benchmarks before accepting superiority claims.","The comparison set may be incomplete, unfair, outdated, or not measured under equivalent conditions.","Reviewers ask for state-of-the-art controls, commercial comparators, or identical testing conditions.","Benchmark against closest materials and devices using matched protocols, transparent baselines, and literature context.",control,true
MS-RU-03755,2026_commat_s43246-026-01215-9_peer_review.pdf,10.1038/s43246-026-01215-9,Transition-metal-doped WSe2 homojunctions for multifunctional logic and optoelectronic devices,Communications Materials,2026,version_0,1,8b8d82d7aa9a0c6c0962b9c6a8597bd99bad0cf1d439aa64d99a2f0d2bddbea6,composition_phase_purity_and_identity,material_identity_or_phase_claim,two_dimensional_and_electronic_materials,"Questions whether compositional, phase, or purity evidence is sufficient to establish the claimed material identity.","The claimed material identity may be confounded by impurity phases, mixed composition, solvent, dopants, or incomplete assignment.",Reviewers ask whether the observed properties arise from the stated phase and composition.,"Provide orthogonal compositional and phase evidence, quantify purity, assign phases, and rule out likely impurities.",composition; dopant,true
MS-RU-03756,2026_commat_s43246-026-01215-9_peer_review.pdf,10.1038/s43246-026-01215-9,Transition-metal-doped WSe2 homojunctions for multifunctional logic and optoelectronic devices,Communications Materials,2026,version_0,1,49f36876dcaa7fc71603b728fc4461a86338fda5de532c6453d639ac50c3a354,scalability_processability_and_application_boundary,application_or_translation_claim,two_dimensional_and_electronic_materials,"Checks whether proof-of-concept results have been overextended to practical, scalable, device, or industrial application claims.","Proof-of-concept results may be overextended to manufacturability, device deployment, or industrial relevance.","Reviewers ask for scale, processability, throughput, cost, integration, or realistic operating constraints.","State the application boundary, add scale/process evidence where available, and avoid industrial claims not directly tested.",industrial; integration,true
MS-RU-03757,2026_commat_s43246-026-01215-9_peer_review.pdf,10.1038/s43246-026-01215-9,Transition-metal-doped WSe2 homojunctions for multifunctional logic and optoelectronic devices,Communications Materials,2026,version_0,1,4bea7dd83f95904abd562f84a2bdf31cd49fb9b361d7f2e01b8a3fdf8a76ca0e,scalability_processability_and_application_boundary,application_or_translation_claim,two_dimensional_and_electronic_materials,"Checks whether proof-of-concept results have been overextended to practical, scalable, device, or industrial application claims.","Proof-of-concept results may be overextended to manufacturability, device deployment, or industrial relevance.","Reviewers ask for scale, processability, throughput, cost, integration, or realistic operating constraints.","State the application boundary, add scale/process evidence where available, and avoid industrial claims not directly tested.",application; device,true
MS-RU-03758,2026_commat_s43246-026-01215-9_peer_review.pdf,10.1038/s43246-026-01215-9,Transition-metal-doped WSe2 homojunctions for multifunctional logic and optoelectronic devices,Communications Materials,2026,version_0,1,b66cb4fab69bfffdac18a533488cc6b3a434c57e5b5daf8f83811ef70a18ef58,scalability_processability_and_application_boundary,application_or_translation_claim,two_dimensional_and_electronic_materials,"Checks whether proof-of-concept results have been overextended to practical, scalable, device, or industrial application claims.","Proof-of-concept results may be overextended to manufacturability, device deployment, or industrial relevance.","Reviewers ask for scale, processability, throughput, cost, integration, or realistic operating constraints.","State the application boundary, add scale/process evidence where available, and avoid industrial claims not directly tested.",device,true
MS-RU-03759,2026_commat_s43246-026-01215-9_peer_review.pdf,10.1038/s43246-026-01215-9,Transition-metal-doped WSe2 homojunctions for multifunctional logic and optoelectronic devices,Communications Materials,2026,version_0,1,51cd6d2f46f7c7970f60958ce1a59749acfcf40a13e2a4d87687f22ce0fac3e7,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,porous_frameworks_and_sorbents,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",mechanism; origin,true
