unit_id,source_id,journal,year,unit_type,severity,claim_target,cluster,non_verbatim_index
unit_003923,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003924,nature_remote_sensing_review_0063,Nature Communications,2026,minor_comment,minor,"product validity, methodological support","Methods, results, discussion structure, and explanatory clarity",true
unit_003925,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,product validity,"Methods, results, discussion structure, and explanatory clarity",true
unit_003926,nature_remote_sensing_review_0063,Nature Communications,2026,contribution_assessment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003927,nature_remote_sensing_review_0063,Nature Communications,2026,moderate_concern,moderate,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_003928,nature_remote_sensing_review_0063,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003929,nature_remote_sensing_review_0063,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003930,nature_remote_sensing_review_0063,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Tree cover, land cover, land-use change, and mapping definitions",true
unit_003931,nature_remote_sensing_review_0063,Nature Communications,2026,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003932,nature_remote_sensing_review_0064,Nature Communications,2026,contribution_assessment,major,"causal or attribution claim, global generalization, novelty claim","Spatial data, resolution, and product coverage",true
unit_003933,nature_remote_sensing_review_0064,Nature Communications,2026,major_concern,major,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003934,nature_remote_sensing_review_0064,Nature Communications,2026,contribution_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003935,nature_remote_sensing_review_0064,Nature Communications,2026,contribution_assessment,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_003936,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_003937,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003938,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003939,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_003940,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003941,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003942,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_003943,nature_remote_sensing_review_0064,Nature Communications,2026,minor_comment,minor,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_003944,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,figure evidence,"Spatial data, resolution, and product coverage",true
unit_003945,nature_remote_sensing_review_0064,Nature Communications,2026,figure_or_table_comment,moderate,"uncertainty claim, figure evidence","Spatial data, resolution, and product coverage",true
unit_003946,nature_remote_sensing_review_0064,Nature Communications,2026,figure_or_table_comment,minor,"global generalization, figure evidence","Figures, extended data, and evidentiary display",true
unit_003947,nature_remote_sensing_review_0064,Nature Communications,2026,minor_comment,minor,model performance,"Methods, results, discussion structure, and explanatory clarity",true
unit_003948,nature_remote_sensing_review_0064,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003949,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_003950,nature_remote_sensing_review_0064,Nature Communications,2026,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_003951,nature_remote_sensing_review_0064,Nature Communications,2026,figure_or_table_comment,minor,figure evidence,"Spatial data, resolution, and product coverage",true
unit_003952,nature_remote_sensing_review_0064,Nature Communications,2026,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_003953,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,manuscript claim or supporting evidence,"Machine learning, model performance, and generalization",true
unit_003954,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,causal or attribution claim,"Methods, results, discussion structure, and explanatory clarity",true
unit_003955,nature_remote_sensing_review_0064,Nature Communications,2026,contribution_assessment,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_003956,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_003957,nature_remote_sensing_review_0064,Nature Communications,2026,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_003958,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,model performance,"Spatial data, resolution, and product coverage",true
unit_003959,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,model performance,"Methods, results, discussion structure, and explanatory clarity",true
unit_003960,nature_remote_sensing_review_0064,Nature Communications,2026,figure_or_table_comment,minor,"model performance, table evidence","Figures, extended data, and evidentiary display",true
unit_003961,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,"model performance, methodological support","Machine learning, model performance, and generalization",true
unit_003962,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,"trend interpretation, figure evidence","Long-term time series, climate variability, and trend interpretation",true
unit_003963,nature_remote_sensing_review_0064,Nature Communications,2026,moderate_concern,moderate,methodological support,"Concern resolution, code, publication readiness, and reproducibility",true
unit_003964,nature_remote_sensing_review_0064,Nature Communications,2026,revision_assessment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
